"","SiteID","ID","RecordID","Time","Ratio","Ratio_LESA","Ratio_WESA","CountNum","Count","counts.cleaned","WESA_PEEPS"
"3593","ROGH","ROGH2013721_W10","ROGH2013721","","","","","10","",0,""
"3594","ROGH","ROGH2013721_W11","ROGH2013721","","","","","11","",0,""
"3595","ROGH","ROGH2013721_W2","ROGH2013721","","","","","2","",0,""
"3596","ROGH","ROGH2013721_W3","ROGH2013721","","","","","3","",0,""
"3597","ROGH","ROGH2013721_W4","ROGH2013721","","","","","4","",0,""
"3598","ROGH","ROGH2013721_W5","ROGH2013721","","","","","5","",0,""
"3599","ROGH","ROGH2013721_W6","ROGH2013721","","","","","6","",0,""
"3600","ROGH","ROGH2013721_W7","ROGH2013721","","","","","7","",0,""
"3601","ROGH","ROGH2013721_W8","ROGH2013721","","","","","8","",0,""
"3602","ROGH","ROGH2013721_W9","ROGH2013721","","","","","9","",0,""
"3603","ROGH","ROGH2013817_W1","ROGH2013817","1600","","","","1","90",90,""
"3604","ROGH","ROGH2013817_W10","ROGH2013817","1815","","","","10","100",100,""
"3605","ROGH","ROGH2013817_W11","ROGH2013817","1830","","","","11","125",125,""
"3606","ROGH","ROGH2013817_W2","ROGH2013817","1615","","","","2","90",90,""
"3607","ROGH","ROGH2013817_W3","ROGH2013817","1630","","","","3","350",350,""
"3608","ROGH","ROGH2013817_W4","ROGH2013817","1645","","","","4","350",350,""
"3609","ROGH","ROGH2013817_W5","ROGH2013817","1700","","","","5","315",315,""
"3610","ROGH","ROGH2013817_W6","ROGH2013817","1715","","","","6","350",350,""
"3611","ROGH","ROGH2013817_W7","ROGH2013817","1730","","","","7","200",200,""
"3612","ROGH","ROGH2013817_W8","ROGH2013817","1745","","","","8","150",150,""
"3613","ROGH","ROGH2013817_W9","ROGH2013817","1800","","","","9","150",150,""
"3614","ROGH","ROGH2013818_W1","ROGH2013818","1600","","","","1","280",280,""
"3615","ROGH","ROGH2013818_W10","ROGH2013818","1815","","","","10","210",210,""
"3616","ROGH","ROGH2013818_W11","ROGH2013818","1830","","","","11","200",200,""
"3617","ROGH","ROGH2013818_W2","ROGH2013818","1615","","","","2","260",260,""
"3618","ROGH","ROGH2013818_W3","ROGH2013818","1630","","","","3","70",70,""
"3619","ROGH","ROGH2013818_W4","ROGH2013818","1645","","","","4","20",20,""
"3620","ROGH","ROGH2013818_W5","ROGH2013818","1700","","","","5","180",180,""
"3621","ROGH","ROGH2013818_W6","ROGH2013818","1715","","","","6","250",250,""
"3622","ROGH","ROGH2013818_W7","ROGH2013818","1730","","","","7","170",170,""
"3623","ROGH","ROGH2013818_W8","ROGH2013818","1745","","","","8","250",250,""
"3624","ROGH","ROGH2013818_W9","ROGH2013818","1800","","","","9","250",250,""
"3625","ROGH","ROGH2014719_W1","ROGH2014719","1300","","","","1","6",6,"Peeps"
"3626","ROGH","ROGH2014719_W10","ROGH2014719","1515","","","","10","0",0,""
"3627","ROGH","ROGH2014719_W11","ROGH2014719","1530","","","","11","0",0,""
"3628","ROGH","ROGH2014719_W2","ROGH2014719","1315","","","","2","0",0,""
"3629","ROGH","ROGH2014719_W3","ROGH2014719","1330","","","","3","8",8,"Peeps"
"3630","ROGH","ROGH2014719_W4","ROGH2014719","1345","","","","4","50",50,"WESA"
"3631","ROGH","ROGH2014719_W5","ROGH2014719","1400","","","","5","50",50,"WESA"
"3632","ROGH","ROGH2014719_W6","ROGH2014719","1415","","","","6","50",50,"WESA"
"3633","ROGH","ROGH2014719_W7","ROGH2014719","1430","","","","7","50",50,"WESA"
"3634","ROGH","ROGH2014719_W8","ROGH2014719","1445","","","","8","50",50,"WESA"
"3635","ROGH","ROGH2014719_W9","ROGH2014719","1500","","","","9","0",0,""
"3636","ROGH","ROGH2014720_W1","ROGH2014720","1330","","","","1","0",0,""
"3637","ROGH","ROGH2014720_W10","ROGH2014720","1545","","","","10","0",0,""
"3638","ROGH","ROGH2014720_W11","ROGH2014720","1600","","","","11","0",0,""
"3639","ROGH","ROGH2014720_W2","ROGH2014720","1345","","","","2","0",0,""
"3640","ROGH","ROGH2014720_W3","ROGH2014720","1400","","","","3","0",0,""
"3641","ROGH","ROGH2014720_W4","ROGH2014720","1415","","","","4","8",8,"Peeps"
"3642","ROGH","ROGH2014720_W5","ROGH2014720","1430","","","","5","0",0,""
"3643","ROGH","ROGH2014720_W6","ROGH2014720","1445","","","","6","0",0,""
"3644","ROGH","ROGH2014720_W7","ROGH2014720","1500","","","","7","25",25,"Peeps"
"3645","ROGH","ROGH2014720_W8","ROGH2014720","1515","","","","8","0",0,""
"3646","ROGH","ROGH2014720_W9","ROGH2014720","1530","","","","9","0",0,""
"3647","ROGH","ROGH2014817_W1","ROGH2014817","1230","","","","1","0",0,""
"3648","ROGH","ROGH2014817_W10","ROGH2014817","1445","","","","10","0",0,""
"3649","ROGH","ROGH2014817_W11","ROGH2014817","1500","","","","11","0",0,""
"3650","ROGH","ROGH2014817_W2","ROGH2014817","1245","","","","2","0",0,""
"3651","ROGH","ROGH2014817_W3","ROGH2014817","1300","","","","3","0",0,""
"3652","ROGH","ROGH2014817_W4","ROGH2014817","1315","","","","4","60",60,"WESA"
"3653","ROGH","ROGH2014817_W5","ROGH2014817","1330","","","","5","60",60,"WESA"
"3654","ROGH","ROGH2014817_W6","ROGH2014817","1345","","","","6","60",60,"WESA"
"3655","ROGH","ROGH2014817_W7","ROGH2014817","1400","","","","7","0",0,""
"3656","ROGH","ROGH2014817_W8","ROGH2014817","1415","","","","8","0",0,""
"3657","ROGH","ROGH2014817_W9","ROGH2014817","1430","","","","9","0",0,""
"3658","ROGH","ROGH2014818_W1","ROGH2014818","1230","","","","1","5",5,"Peeps"
"3659","ROGH","ROGH2014818_W10","ROGH2014818","1445","","","","10","0",0,""
"3660","ROGH","ROGH2014818_W11","ROGH2014818","1500","","","","11","0",0,""
"3661","ROGH","ROGH2014818_W2","ROGH2014818","1245","","","","2","0",0,""
"3662","ROGH","ROGH2014818_W3","ROGH2014818","1300","","","","3","0",0,""
"3663","ROGH","ROGH2014818_W4","ROGH2014818","1315","","","","4","0",0,""
"3664","ROGH","ROGH2014818_W5","ROGH2014818","1330","","","","5","0",0,""
"3665","ROGH","ROGH2014818_W6","ROGH2014818","1345","","","","6","0",0,""
"3666","ROGH","ROGH2014818_W7","ROGH2014818","1400","","","","7","0",0,""
"3667","ROGH","ROGH2014818_W8","ROGH2014818","1415","","","","8","0",0,""
"3668","ROGH","ROGH2014818_W9","ROGH2014818","1430","","","","9","0",0,""
"3669","ROGH","ROGH2015718_W1","ROGH2015718","10:00","","","","1","0",0,""
"3670","ROGH","ROGH2015718_W10","ROGH2015718","12:15","","","","10","0",0,""
"3671","ROGH","ROGH2015718_W11","ROGH2015718","12:30","","","","11","0",0,""
"3672","ROGH","ROGH2015718_W2","ROGH2015718","10:15","","","","2","0",0,""
"3673","ROGH","ROGH2015718_W3","ROGH2015718","10:30","","","","3","0",0,""
"3674","ROGH","ROGH2015718_W4","ROGH2015718","10:45","","","","4","0",0,""
"3675","ROGH","ROGH2015718_W5","ROGH2015718","11:00","","","","5","0",0,""
"3676","ROGH","ROGH2015718_W6","ROGH2015718","11:15","","","","6","0",0,""
"3677","ROGH","ROGH2015718_W7","ROGH2015718","11:30","","","","7","0",0,""
"3678","ROGH","ROGH2015718_W8","ROGH2015718","11:45","","","","8","0",0,""
"3679","ROGH","ROGH2015718_W9","ROGH2015718","12:00","","","","9","0",0,""
"3680","ROGH","ROGH2015719_W1","ROGH2015719","11:00","","","","1","0",0,""
"3681","ROGH","ROGH2015719_W10","ROGH2015719","13:15","","","","10","0",0,""
"3682","ROGH","ROGH2015719_W11","ROGH2015719","13:30","","","","11","0",0,""
"3683","ROGH","ROGH2015719_W2","ROGH2015719","11:15","","","","2","0",0,""
"3684","ROGH","ROGH2015719_W3","ROGH2015719","11:30","","","","3","0",0,""
"3685","ROGH","ROGH2015719_W4","ROGH2015719","11:45","","","","4","34",34,"WESA"
"3686","ROGH","ROGH2015719_W5","ROGH2015719","12:00","","","","5","15",15,"Peeps"
"3687","ROGH","ROGH2015719_W6","ROGH2015719","12:15","","","","6","3",3,"Peeps"
"3688","ROGH","ROGH2015719_W7","ROGH2015719","12:30","","","","7","0",0,""
"3689","ROGH","ROGH2015719_W8","ROGH2015719","12:45","","","","8","0",0,""
"3690","ROGH","ROGH2015719_W9","ROGH2015719","13:00","","","","9","0",0,""
"3691","ROGH","ROGH2015816_W1","ROGH2015816","9:00","","","1","1","0",0,""
"3692","ROGH","ROGH2015816_W10","ROGH2015816","11:15","","","1","10","0",0,""
"3693","ROGH","ROGH2015816_W11","ROGH2015816","11:30","","","1","11","0",0,""
"3694","ROGH","ROGH2015816_W2","ROGH2015816","9:15","","","1","2","0",0,""
"3695","ROGH","ROGH2015816_W3","ROGH2015816","9:30","","","1","3","6",6,"WESA"
"3696","ROGH","ROGH2015816_W4","ROGH2015816","9:45","","","1","4","0",0,""
"3697","ROGH","ROGH2015816_W5","ROGH2015816","10:00","","","1","5","35",35,"WESA"
"3698","ROGH","ROGH2015816_W6","ROGH2015816","10:15","","","1","6","27",27,"WESA"
"3699","ROGH","ROGH2015816_W7","ROGH2015816","10:30","","","1","7","38",38,"WESA"
"3700","ROGH","ROGH2015816_W8","ROGH2015816","10:45","","","1","8","28",28,"WESA"
"3701","ROGH","ROGH2015816_W9","ROGH2015816","11:00","","","1","9","0",0,""
"3702","ROGH","ROGH2015817_W1","ROGH2015817","10:00","","","1","1","0",0,""
"3703","ROGH","ROGH2015817_W10","ROGH2015817","12:15","","","1","10","0",0,""
"3704","ROGH","ROGH2015817_W11","ROGH2015817","12:30","","","1","11","0",0,""
"3705","ROGH","ROGH2015817_W2","ROGH2015817","10:15","","","1","2","0",0,""
"3706","ROGH","ROGH2015817_W3","ROGH2015817","10:30","","","1","3","0",0,""
"3707","ROGH","ROGH2015817_W4","ROGH2015817","10:45","","","1","4","0",0,""
"3708","ROGH","ROGH2015817_W5","ROGH2015817","11:00","","","1","5","8",8,"WESA"
"3709","ROGH","ROGH2015817_W6","ROGH2015817","11:15","","","1","6","0",0,""
"3710","ROGH","ROGH2015817_W7","ROGH2015817","11:30","","","1","7","0",0,""
"3711","ROGH","ROGH2015817_W8","ROGH2015817","11:45","","","1","8","0",0,""
"3712","ROGH","ROGH2015817_W9","ROGH2015817","12:00","","","1","9","0",0,""
"3713","SANM","SANM2013720_W1","SANM2013720","'11:30","","","","1","0",0,""
"3714","SANM","SANM2013720_W10","SANM2013720","","","","","10","",0,""
"3715","SANM","SANM2013720_W11","SANM2013720","","","","","11","",0,""
"3716","SANM","SANM2013720_W2","SANM2013720","'11:45","","","","2","0",0,""
"3717","SANM","SANM2013720_W3","SANM2013720","'12:00","","","","3","0",0,""
"3718","SANM","SANM2013720_W4","SANM2013720","'12:15","","","","4","0",0,""
"3719","SANM","SANM2013720_W5","SANM2013720","'12:30","","","","5","0",0,""
"3720","SANM","SANM2013720_W6","SANM2013720","'12:45","","","","6","12",12,""
"3721","SANM","SANM2013720_W7","SANM2013720","'13:00","","","","7","12",12,""
"3722","SANM","SANM2013720_W8","SANM2013720","'13:15","","","","8","12",12,""
"3723","SANM","SANM2013720_W9","SANM2013720","'13:30","","","","9","12",12,""
"3724","SANM","SANM2013721_W1","SANM2013721","'12:30","","","","1","0",0,""
"3725","SANM","SANM2013721_W10","SANM2013721","","","","","10","",0,""
"3726","SANM","SANM2013721_W11","SANM2013721","","","","","11","",0,""
"3727","SANM","SANM2013721_W2","SANM2013721","'12:45","","","","2","0",0,""
"3728","SANM","SANM2013721_W3","SANM2013721","'13:00","","","","3","0",0,""
"3729","SANM","SANM2013721_W4","SANM2013721","'13:15","","","","4","0",0,""
"3730","SANM","SANM2013721_W5","SANM2013721","'13:30","","","","5","0",0,""
"3731","SANM","SANM2013721_W6","SANM2013721","'13:45","","","","6","2",2,""
"3732","SANM","SANM2013721_W7","SANM2013721","'14:00","","","","7","0",0,""
"3733","SANM","SANM2013721_W8","SANM2013721","'14:15","","","","8","0",0,""
"3734","SANM","SANM2013721_W9","SANM2013721","'14:30","","","","9","0",0,""
"3735","SANM","SANM2013817_W1","SANM2013817","'12:30","","","","1","34",34,""
"3736","SANM","SANM2013817_W10","SANM2013817","","","","","10","",0,""
"3737","SANM","SANM2013817_W11","SANM2013817","","","","","11","",0,""
"3738","SANM","SANM2013817_W2","SANM2013817","'12:45","","","","2","50",50,""
"3739","SANM","SANM2013817_W3","SANM2013817","'13:00","","","","3","46",46,""
"3740","SANM","SANM2013817_W4","SANM2013817","'13:15","","","","4","80",80,""
"3741","SANM","SANM2013817_W5","SANM2013817","'13:30","","","","5","80",80,""
"3742","SANM","SANM2013817_W6","SANM2013817","'13:45","","","","6","60",60,""
"3743","SANM","SANM2013817_W7","SANM2013817","'14:00","","","","7","80",80,""
"3744","SANM","SANM2013817_W8","SANM2013817","'14:15","","","","8","0",0,""
"3745","SANM","SANM2013817_W9","SANM2013817","","","","","9","",0,""
"3746","SANM","SANM2013818_W1","SANM2013818","'13:30","","","","1","15",15,""
"3747","SANM","SANM2013818_W10","SANM2013818","","","","","10","",0,""
"3748","SANM","SANM2013818_W11","SANM2013818","","","","","11","",0,""
"3749","SANM","SANM2013818_W2","SANM2013818","'13:45","","","","2","17",17,""
"3750","SANM","SANM2013818_W3","SANM2013818","'14:00","","","","3","16",16,""
"3751","SANM","SANM2013818_W4","SANM2013818","'14:15","","","","4","26",26,""
"3752","SANM","SANM2013818_W5","SANM2013818","'14:30","","","","5","26",26,""
"3753","SANM","SANM2013818_W6","SANM2013818","'14:45","","","","6","17",17,""
"3754","SANM","SANM2013818_W7","SANM2013818","'15:00","","","","7","17",17,""
"3755","SANM","SANM2013818_W8","SANM2013818","'15:15","","","","8","17",17,""
"3756","SANM","SANM2013818_W9","SANM2013818","","","","","9","",0,""
"3757","SANM","SANM2014719_W1","SANM2014719","0.41666666700000005","4 WESA; 2 LESA","","","1","0",0,"Peeps (Non species specific)"
"3758","SANM","SANM2014719_W10","SANM2014719","","4 WESA; 2 LESA","","","10","",0,""
"3759","SANM","SANM2014719_W11","SANM2014719","","4 WESA; 2 LESA","","","11","",0,""
"3760","SANM","SANM2014719_W2","SANM2014719","0.42708333299999995","4 WESA; 2 LESA","","","2","0",0,""
"3761","SANM","SANM2014719_W3","SANM2014719","0.4375","4 WESA; 2 LESA","","","3","1",1,""
"3762","SANM","SANM2014719_W4","SANM2014719","0.447916667","4 WESA; 2 LESA","","","4","4",4,""
"3763","SANM","SANM2014719_W5","SANM2014719","11:00","4 WESA; 2 LESA","","","5","4",4,""
"3764","SANM","SANM2014719_W6","SANM2014719","11:15","4 WESA; 2 LESA","","","6","4",4,""
"3765","SANM","SANM2014719_W7","SANM2014719","11:30","4 WESA; 2 LESA","","","7","0.0",0,""
"3766","SANM","SANM2014719_W8","SANM2014719","11:45","4 WESA; 2 LESA","","","8","0",0,""
"3767","SANM","SANM2014719_W9","SANM2014719","","4 WESA; 2 LESA","","","9","",0,""
"3768","SANM","SANM2014720_W1","SANM2014720","0.45833333299999995","10 WESA; 20 LESA","","","1","1",1,"Western Sandpipers Only"
"3769","SANM","SANM2014720_W10","SANM2014720","","10 WESA; 20 LESA","","","10","",0,""
"3770","SANM","SANM2014720_W11","SANM2014720","","10 WESA; 20 LESA","","","11","",0,""
"3771","SANM","SANM2014720_W2","SANM2014720","0.46875","10 WESA; 20 LESA","","","2","8",8,""
"3772","SANM","SANM2014720_W3","SANM2014720","0.47916666700000005","10 WESA; 20 LESA","","","3","8",8,""
"3773","SANM","SANM2014720_W4","SANM2014720","0.489583333","10 WESA; 20 LESA","","","4","0",0,""
"3774","SANM","SANM2014720_W5","SANM2014720","12:00","10 WESA; 20 LESA","","","5","8",8,""
"3775","SANM","SANM2014720_W6","SANM2014720","12:15","10 WESA; 20 LESA","","","6","10",10,""
"3776","SANM","SANM2014720_W7","SANM2014720","12:30","10 WESA; 20 LESA","","","7","3.0",3,""
"3777","SANM","SANM2014720_W8","SANM2014720","12:45","10 WESA; 20 LESA","","","8","8",8,""
"3778","SANM","SANM2014720_W9","SANM2014720","","10 WESA; 20 LESA","","","9","",0,""
"3779","SANM","SANM2014816_W1","SANM2014816","0.38541666700000005","","","","1","5",5,"Western Sandpipers Only"
"3780","SANM","SANM2014816_W10","SANM2014816","","","","","10","",0,""
"3781","SANM","SANM2014816_W11","SANM2014816","","","","","11","",0,""
"3782","SANM","SANM2014816_W2","SANM2014816","0.39583333299999995","","","","2","20",20,""
"3783","SANM","SANM2014816_W3","SANM2014816","0.40625","","","","3","20",20,""
"3784","SANM","SANM2014816_W4","SANM2014816","","","","","4","",0,""
"3785","SANM","SANM2014816_W5","SANM2014816","","","","","5","",0,""
"3786","SANM","SANM2014816_W6","SANM2014816","","","","","6","",0,""
"3787","SANM","SANM2014816_W7","SANM2014816","","","","","7","",0,""
"3788","SANM","SANM2014816_W8","SANM2014816","","","","","8","",0,""
"3789","SANM","SANM2014816_W9","SANM2014816","","","","","9","",0,""
"3790","SANM","SANM2014817_W1","SANM2014817","0.38541666700000005","","","","1","1",1,"Peeps (Non species specific)"
"3791","SANM","SANM2014817_W10","SANM2014817","","","","","10","",0,""
"3792","SANM","SANM2014817_W11","SANM2014817","","","","","11","",0,""
"3793","SANM","SANM2014817_W2","SANM2014817","0.39583333299999995","","","","2","1",1,""
"3794","SANM","SANM2014817_W3","SANM2014817","","","","","3","",0,""
"3795","SANM","SANM2014817_W4","SANM2014817","","","","","4","",0,""
"3796","SANM","SANM2014817_W5","SANM2014817","","","","","5","",0,""
"3797","SANM","SANM2014817_W6","SANM2014817","","","","","6","",0,""
"3798","SANM","SANM2014817_W7","SANM2014817","","","","","7","",0,""
"3799","SANM","SANM2014817_W8","SANM2014817","","","","","8","",0,""
"3800","SANM","SANM2014817_W9","SANM2014817","","","","","9","",0,""
"3801","SANM","SANM2015717_W1","SANM2015717","3:30:00 PM","","6.0","10.0","1","5",5,"Peeps (Non species specific)"
"3802","SANM","SANM2015717_W10","SANM2015717","5:45:00 PM","","6.0","10.0","10","10",10,""
"3803","SANM","SANM2015717_W11","SANM2015717","6:00:00 PM","","6.0","10.0","11","0",0,""
"3804","SANM","SANM2015717_W2","SANM2015717","4:15:00 PM","","6.0","10.0","2","12",12,""
"3805","SANM","SANM2015717_W3","SANM2015717","4:00:00 PM","","6.0","10.0","3","11",11,""
"3806","SANM","SANM2015717_W4","SANM2015717","4:15:00 PM","","6.0","10.0","4","10",10,""
"3807","SANM","SANM2015717_W5","SANM2015717","16:30","","6.0","10.0","5","19",19,"Peeps"
"3808","SANM","SANM2015717_W6","SANM2015717","4:45:00 PM","","6.0","10.0","6","19",19,""
"3809","SANM","SANM2015717_W7","SANM2015717","5:00:00 PM","","6.0","10.0","7","19",19,""
"3810","SANM","SANM2015717_W8","SANM2015717","17:15","","6.0","10.0","8","25",25,"Peeps"
"3811","SANM","SANM2015717_W9","SANM2015717","5:30:00 PM","","6.0","10.0","9","17",17,"Peeps (Non species specific)"
"3812","SANM","SANM2015719_W1","SANM2015719","4:30:00 PM","3 WESA; 30 LESA","","","1","3",3,"Western Sandpipers Only"
"3813","SANM","SANM2015719_W10","SANM2015719","6:45:00 PM","3 WESA; 30 LESA","","","10","3",3,""
"3814","SANM","SANM2015719_W11","SANM2015719","7:00:00 PM","3 WESA; 30 LESA","","","11","6",6,""
"3815","SANM","SANM2015719_W2","SANM2015719","4:45:00 PM","3 WESA; 30 LESA","","","2","3",3,""
"3816","SANM","SANM2015719_W3","SANM2015719","5:00:00 PM","3 WESA; 30 LESA","","","3","5",5,""
"3817","SANM","SANM2015719_W4","SANM2015719","5:00:00 PM","3 WESA; 30 LESA","","","4","5",5,""
"3818","SANM","SANM2015719_W5","SANM2015719","5:30:00 PM","3 WESA; 30 LESA","","","5","1",1,""
"3819","SANM","SANM2015719_W6","SANM2015719","5:45:00 PM","3 WESA; 30 LESA","","","6","3",3,""
"3820","SANM","SANM2015719_W7","SANM2015719","6:00:00 PM","3 WESA; 30 LESA","","","7","2",2,""
"3821","SANM","SANM2015719_W8","SANM2015719","6:15:00 PM","3 WESA; 30 LESA","","","8","2",2,""
"3822","SANM","SANM2015719_W9","SANM2015719","6:30:00 PM","3 WESA; 30 LESA","","","9","3",3,""
"3823","SANM","SANM2015814_W1","SANM2015814","14:30","","1.0","1.0","1","30",30,"WESA"
"3824","SANM","SANM2015814_W10","SANM2015814","16:45","","1.0","1.0","10","60",60,"Peeps"
"3825","SANM","SANM2015814_W11","SANM2015814","17:00","","1.0","1.0","11","120",120,"Peeps"
"3826","SANM","SANM2015814_W2","SANM2015814","14:45","","1.0","1.0","2","60",60,"Peeps"
"3827","SANM","SANM2015814_W3","SANM2015814","15:00","","1.0","1.0","3","35",35,"Peeps"
"3828","SANM","SANM2015814_W4","SANM2015814","15:15","","1.0","1.0","4","65",65,"Peeps"
"3829","SANM","SANM2015814_W5","SANM2015814","15:30","","1.0","1.0","5","20",20,"Peeps"
"3830","SANM","SANM2015814_W6","SANM2015814","15:45","","1.0","1.0","6","50",50,"Peeps"
"3831","SANM","SANM2015814_W7","SANM2015814","16:00","","1.0","1.0","7","45",45,"Peeps"
"3832","SANM","SANM2015814_W8","SANM2015814","16:15","","1.0","1.0","8","36",36,"Peeps"
"3833","SANM","SANM2015814_W9","SANM2015814","16:30","","1.0","1.0","9","80",80,"Peeps"
"3834","SANM","SANM2015815_W1","SANM2015815","15:00","","","","1","136",136,"Peeps"
"3835","SANM","SANM2015815_W10","SANM2015815","17:15","","","","10","200",200,"Peeps"
"3836","SANM","SANM2015815_W11","SANM2015815","17:30","","","","11","200",200,"Peeps"
"3837","SANM","SANM2015815_W2","SANM2015815","15:15","","","","2","135",135,"Peeps"
"3838","SANM","SANM2015815_W3","SANM2015815","15:30","","","","3","130",130,"Peeps"
"3839","SANM","SANM2015815_W4","SANM2015815","15:45","","","","4","50",50,"Peeps"
"3840","SANM","SANM2015815_W5","SANM2015815","16:00","","","","5","91",91,"Peeps"
"3841","SANM","SANM2015815_W6","SANM2015815","16:15","","","","6","200",200,"Peeps"
"3842","SANM","SANM2015815_W7","SANM2015815","16:30","","","","7","25",25,"Peeps"
"3843","SANM","SANM2015815_W8","SANM2015815","16:45","","","","8","160",160,"Peeps"
"3844","SANM","SANM2015815_W9","SANM2015815","17:00","","","","9","200",200,"Peeps"
"3845","SANM","SANM2015816_W1","SANM2015816","15:30","","1.0","1.0","1","60",60,"Peeps"
"3846","SANM","SANM2015816_W10","SANM2015816","17:45","","1.0","1.0","10","150",150,"Peeps"
"3847","SANM","SANM2015816_W11","SANM2015816","18:00","","1.0","1.0","11","200",200,"Peeps"
"3848","SANM","SANM2015816_W2","SANM2015816","15:45","","1.0","1.0","2","80",80,"Peeps"
"3849","SANM","SANM2015816_W3","SANM2015816","16:00","","1.0","1.0","3","100",100,"Peeps"
"3850","SANM","SANM2015816_W4","SANM2015816","16:15","","1.0","1.0","4","80",80,"Peeps"
"3851","SANM","SANM2015816_W5","SANM2015816","16:30","","1.0","1.0","5","60",60,"Peeps"
"3852","SANM","SANM2015816_W6","SANM2015816","16:45","","1.0","1.0","6","90",90,"Peeps"
"3853","SANM","SANM2015816_W7","SANM2015816","17:00","","1.0","1.0","7","60",60,"Peeps"
"3854","SANM","SANM2015816_W8","SANM2015816","17:15","","1.0","1.0","8","80",80,"Peeps"
"3855","SANM","SANM2015816_W9","SANM2015816","17:30","","1.0","1.0","9","120",120,"Peeps"
"3856","SDNY","SDNY2013720_W1","SDNY2013720","1100","","","","1","0",0,""
"3857","SDNY","SDNY2013720_W10","SDNY2013720","1315","","","","10","65",65,""
"3858","SDNY","SDNY2013720_W11","SDNY2013720","1330","","","","11","65",65,""
"3859","SDNY","SDNY2013720_W2","SDNY2013720","1115","","","","2","0",0,""
"3860","SDNY","SDNY2013720_W3","SDNY2013720","1130","","","","3","0",0,""
"3861","SDNY","SDNY2013720_W4","SDNY2013720","1145","","","","4","30",30,""
"3862","SDNY","SDNY2013720_W5","SDNY2013720","1200","","","","5","10",10,""
"3863","SDNY","SDNY2013720_W6","SDNY2013720","1215","","","","6","65",65,""
"3864","SDNY","SDNY2013720_W7","SDNY2013720","1230","","","","7","65",65,""
"3865","SDNY","SDNY2013720_W8","SDNY2013720","1245","","","","8","45",45,""
"3866","SDNY","SDNY2013720_W9","SDNY2013720","1300","","","","9","55",55,""
"3867","SDNY","SDNY2013721_W1","SDNY2013721","1200","","","","1","0",0,""
"3868","SDNY","SDNY2013721_W10","SDNY2013721","1415","","","","10","2",2,""
"3869","SDNY","SDNY2013721_W11","SDNY2013721","1430","","","","11","0",0,""
"3870","SDNY","SDNY2013721_W2","SDNY2013721","1215","","","","2","0",0,""
"3871","SDNY","SDNY2013721_W3","SDNY2013721","1230","","","","3","0",0,""
"3872","SDNY","SDNY2013721_W4","SDNY2013721","1245","","","","4","0",0,""
"3873","SDNY","SDNY2013721_W5","SDNY2013721","1300","","","","5","0",0,""
"3874","SDNY","SDNY2013721_W6","SDNY2013721","1315","","","","6","0",0,""
"3875","SDNY","SDNY2013721_W7","SDNY2013721","1330","","","","7","25",25,""
"3876","SDNY","SDNY2013721_W8","SDNY2013721","1345","","","","8","52",52,""
"3877","SDNY","SDNY2013721_W9","SDNY2013721","1400","","","","9","0",0,""
"3878","SDNY","SDNY2013817_W1","SDNY2013817","1100","","","","1","0",0,""
"3879","SDNY","SDNY2013817_W11","SDNY2013817","1330","","","","11","0",0,""
"3880","SDNY","SDNY2013817_W2","SDNY2013817","1115","","","","2","0",0,""
"3881","SDNY","SDNY2013817_W3","SDNY2013817","1130","","","","3","0",0,""
"3882","SDNY","SDNY2013817_W4","SDNY2013817","1145","","","","4","0",0,""
"3883","SDNY","SDNY2013817_W5","SDNY2013817","1200","","","","5","18",18,""
"3884","SDNY","SDNY2013817_W6","SDNY2013817","1215","","","","6","18",18,""
"3885","SDNY","SDNY2013817_W7","SDNY2013817","1230","","","","7","18",18,""
"3886","SDNY","SDNY2013817_W8","SDNY2013817","1245","","","","8","24",24,""
"3887","SDNY","SDNY2013817_W9","SDNY2013817","1300","","","","9","0",0,""
"3888","SDNY","SDNY2013818_W1","SDNY2013818","1200","","","","1","0",0,""
"3889","SDNY","SDNY2013818_W2","SDNY2013818","1215","","","","2","0",0,""
"3890","SDNY","SDNY2013818_W3","SDNY2013818","1230","","","","3","0",0,""
"3891","SDNY","SDNY2013818_W4","SDNY2013818","1245","","","","4","0",0,""
"3892","SDNY","SDNY2013818_W5","SDNY2013818","1300","","","","5","0",0,""
"3893","SDNY","SDNY2014719_W1","SDNY2014719","7:50","","","","1","102.0",102,"WESA"
"3894","SDNY","SDNY2014719_W2","SDNY2014719","8:03","","","","2","98.0",98,"WESA"
"3895","SDNY","SDNY2014719_W3","SDNY2014719","8:14","","","","3","180.0",180,"WESA"
"3896","SDNY","SDNY2014719_W4","SDNY2014719","8:42","","","","4","275.0",275,"WESA"
"3897","SDNY","SDNY2014719_W5","SDNY2014719","9:20","","","","5","191.0",191,"Peeps"
"3898","SDNY","SDNY2014719_W6","SDNY2014719","9:35","","","","6","215.0",215,"Peeps"
"3899","SDNY","SDNY2014719_W7","SDNY2014719","9:55","","","","7","138.0",138,"Peeps"
"3900","SDNY","SDNY2014719_W8","SDNY2014719","10:12","","","","8","291.0",291,"Peeps"
"3901","SDNY","SDNY2014720_W1","SDNY2014720","13:05","","","","1","40.0",40,"Peeps"
"3902","SDNY","SDNY2014720_W2","SDNY2014720","13:20","","","","2","0.0",0,""
"3903","SDNY","SDNY2014720_W3","SDNY2014720","13:45","","","","3","172.0",172,"Peeps"
