"","ID","RecordID","SiteID","counts.cleaned"
"4524","BB922015720_W7","BB922015720","BB92",14
"4525","BB922015720_W8","BB922015720","BB92",15
"4526","BB922015720_W9","BB922015720","BB92",15
"4527","BB922015720_W10","BB922015720","BB92",350
"4528","BB922015720_W11","BB922015720","BB92",550
"4529","BB922015815_W1","BB922015815","BB92",60
"4530","BB922015815_W2","BB922015815","BB92",110
"4531","BB922015815_W3","BB922015815","BB92",110
"4532","BB922015815_W4","BB922015815","BB92",500
"4533","BB922015815_W5","BB922015815","BB92",450
"4534","BB922015815_W6","BB922015815","BB92",550
"4535","BB922015815_W7","BB922015815","BB92",550
"4536","BB922015815_W8","BB922015815","BB92",800
"4537","BB922015815_W9","BB922015815","BB92",1050
"4538","BB922015815_W10","BB922015815","BB92",1800
"4539","BB922015815_W11","BB922015815","BB92",2500
"4540","BB922015816_W1","BB922015816","BB92",225
"4541","BB922015816_W2","BB922015816","BB92",300
"4542","BB922015816_W3","BB922015816","BB92",350
"4543","BB922015816_W4","BB922015816","BB92",0
"4544","BB922015816_W5","BB922015816","BB92",1430
"4545","BB922015816_W6","BB922015816","BB92",1875
"4546","BB922015816_W7","BB922015816","BB92",1750
"4547","BB922015816_W8","BB922015816","BB92",1780
"4548","BB922015816_W9","BB922015816","BB92",2700
"4549","BB922015816_W10","BB922015816","BB92",3125
"4550","BB922015816_W11","BB922015816","BB92",4700
"4551","BB922015817_W1","BB922015817","BB92",85
"4552","BB922015817_W2","BB922015817","BB92",75
"4553","BB922015817_W3","BB922015817","BB92",95
"4554","BB922015817_W4","BB922015817","BB92",112
"4555","BB922015817_W5","BB922015817","BB92",40
"4556","BB922015817_W6","BB922015817","BB92",0
"4557","BB922015817_W7","BB922015817","BB92",15
"4558","BB922015817_W8","BB922015817","BB92",27
"4559","BB922015817_W9","BB922015817","BB92",321
"4560","BB922015817_W10","BB922015817","BB92",25
"4561","BB922015817_W11","BB922015817","BB92",53
"4562","MAPL2015718_W1","MAPL2015718","MAPL",0
"4563","MAPL2015718_W2","MAPL2015718","MAPL",0
"4564","MAPL2015718_W3","MAPL2015718","MAPL",0
"4565","MAPL2015718_W4","MAPL2015718","MAPL",0
"4566","MAPL2015718_W5","MAPL2015718","MAPL",0
"4567","MAPL2015718_W6","MAPL2015718","MAPL",0
"4568","MAPL2015718_W7","MAPL2015718","MAPL",0
"4569","MAPL2015718_W8","MAPL2015718","MAPL",0
"4570","MAPL2015718_W9","MAPL2015718","MAPL",0
"4571","MAPL2015718_W10","MAPL2015718","MAPL",0
"4572","MAPL2015718_W11","MAPL2015718","MAPL",0
"4573","MAPL2015718_W12","MAPL2015718","MAPL",0
"4574","MAPL2015719_W1","MAPL2015719","MAPL",0
"4575","MAPL2015719_W2","MAPL2015719","MAPL",0
"4576","MAPL2015719_W3","MAPL2015719","MAPL",0
"4577","MAPL2015719_W4","MAPL2015719","MAPL",0
"4578","MAPL2015719_W5","MAPL2015719","MAPL",0
"4579","MAPL2015719_W6","MAPL2015719","MAPL",0
"4580","MAPL2015719_W7","MAPL2015719","MAPL",0
"4581","MAPL2015719_W8","MAPL2015719","MAPL",0
"4582","MAPL2015719_W9","MAPL2015719","MAPL",0
"4583","MAPL2015719_W10","MAPL2015719","MAPL",0
"4584","MAPL2015719_W11","MAPL2015719","MAPL",0
"4585","MAPL2015815_W1","MAPL2015815","MAPL",15
"4586","MAPL2015815_W2","MAPL2015815","MAPL",20
"4587","MAPL2015815_W3","MAPL2015815","MAPL",20
"4588","MAPL2015815_W4","MAPL2015815","MAPL",10
"4589","MAPL2015815_W5","MAPL2015815","MAPL",10
"4590","MAPL2015815_W6","MAPL2015815","MAPL",10
"4591","MAPL2015815_W7","MAPL2015815","MAPL",0
"4592","MAPL2015815_W8","MAPL2015815","MAPL",1
"4593","MAPL2015815_W9","MAPL2015815","MAPL",5
"4594","MAPL2015815_W10","MAPL2015815","MAPL",5
"4595","MAPL2015815_W11","MAPL2015815","MAPL",6.12765957446809
"4596","MAPL2015816_W1","MAPL2015816","MAPL",40
"4597","MAPL2015816_W2","MAPL2015816","MAPL",50
"4598","MAPL2015816_W3","MAPL2015816","MAPL",0
"4599","MAPL2015816_W4","MAPL2015816","MAPL",20
"4600","MAPL2015816_W5","MAPL2015816","MAPL",15
"4601","MAPL2015816_W6","MAPL2015816","MAPL",15
"4602","MAPL2015816_W7","MAPL2015816","MAPL",15
"4603","MAPL2015816_W8","MAPL2015816","MAPL",60
"4604","MAPL2015816_W9","MAPL2015816","MAPL",2
"4605","MAPL2015816_W10","MAPL2015816","MAPL",7
"4606","MAPL2015816_W11","MAPL2015816","MAPL",20
"4607","FRCR2015718_W1","FRCR2015718","FRCR",0
"4608","FRCR2015718_W2","FRCR2015718","FRCR",0
"4609","FRCR2015718_W3","FRCR2015718","FRCR",0
"4610","FRCR2015718_W4","FRCR2015718","FRCR",0
"4611","FRCR2015718_W5","FRCR2015718","FRCR",0
"4612","FRCR2015718_W6","FRCR2015718","FRCR",0
"4613","FRCR2015718_W7","FRCR2015718","FRCR",0
"4614","FRCR2015718_W8","FRCR2015718","FRCR",0
"4615","FRCR2015718_W9","FRCR2015718","FRCR",0
"4616","FRCR2015718_W10","FRCR2015718","FRCR",0
"4617","FRCR2015718_W11","FRCR2015718","FRCR",0
"4618","FRCR2015719_W1","FRCR2015719","FRCR",0
"4619","FRCR2015719_W2","FRCR2015719","FRCR",0
"4620","FRCR2015719_W3","FRCR2015719","FRCR",0
"4621","FRCR2015719_W4","FRCR2015719","FRCR",1
"4622","FRCR2015719_W5","FRCR2015719","FRCR",1
"4623","FRCR2015719_W6","FRCR2015719","FRCR",0
"4624","FRCR2015719_W7","FRCR2015719","FRCR",0
"4625","FRCR2015719_W8","FRCR2015719","FRCR",0
"4626","FRCR2015719_W9","FRCR2015719","FRCR",0
"4627","FRCR2015719_W10","FRCR2015719","FRCR",0
"4628","FRCR2015719_W11","FRCR2015719","FRCR",0
"4629","FRCR2015815_W1","FRCR2015815","FRCR",0
"4630","FRCR2015815_W2","FRCR2015815","FRCR",0
"4631","FRCR2015815_W3","FRCR2015815","FRCR",13
"4632","FRCR2015815_W4","FRCR2015815","FRCR",20
"4633","FRCR2015815_W5","FRCR2015815","FRCR",16
"4634","FRCR2015815_W6","FRCR2015815","FRCR",21
"4635","FRCR2015815_W7","FRCR2015815","FRCR",22
"4636","FRCR2015815_W8","FRCR2015815","FRCR",15
"4637","FRCR2015815_W9","FRCR2015815","FRCR",16
"4638","FRCR2015815_W10","FRCR2015815","FRCR",18
"4639","FRCR2015816_W1","FRCR2015816","FRCR",2
"4640","FRCR2015816_W2","FRCR2015816","FRCR",5
"4641","FRCR2015816_W3","FRCR2015816","FRCR",8
"4642","FRCR2015816_W4","FRCR2015816","FRCR",18
"4643","FRCR2015816_W5","FRCR2015816","FRCR",12
"4644","FRCR2015816_W6","FRCR2015816","FRCR",23
"4645","FRCR2015816_W7","FRCR2015816","FRCR",18
"4646","FRCR2015816_W8","FRCR2015816","FRCR",16
"4647","FRCR2015816_W9","FRCR2015816","FRCR",16
"4648","FRCR2015816_W10","FRCR2015816","FRCR",3
"4649","FRCR2015816_W11","FRCR2015816","FRCR",0
"4650","BBSV2015718_W1","BBSV2015718","BBSV",0
"4651","BBSV2015718_W2","BBSV2015718","BBSV",0
"4652","BBSV2015718_W3","BBSV2015718","BBSV",0
"4653","BBSV2015718_W4","BBSV2015718","BBSV",0
"4654","BBSV2015718_W5","BBSV2015718","BBSV",0
"4655","BBSV2015718_W6","BBSV2015718","BBSV",0
"4656","BBSV2015718_W7","BBSV2015718","BBSV",0
"4657","BBSV2015718_W8","BBSV2015718","BBSV",0
"4658","BBSV2015718_W9","BBSV2015718","BBSV",0
"4659","BBSV2015718_W10","BBSV2015718","BBSV",120
"4660","BBSV2015718_W11","BBSV2015718","BBSV",0
"4661","BBSV2015719_W1","BBSV2015719","BBSV",0
"4662","BBSV2015719_W2","BBSV2015719","BBSV",0
"4663","BBSV2015719_W3","BBSV2015719","BBSV",0
"4664","BBSV2015719_W4","BBSV2015719","BBSV",0
"4665","BBSV2015719_W5","BBSV2015719","BBSV",0
"4666","BBSV2015719_W6","BBSV2015719","BBSV",0
"4667","BBSV2015719_W7","BBSV2015719","BBSV",0
"4668","BBSV2015719_W8","BBSV2015719","BBSV",0
"4669","BBSV2015719_W9","BBSV2015719","BBSV",0
"4670","BBSV2015719_W10","BBSV2015719","BBSV",0
"4671","BBSV2015719_W11","BBSV2015719","BBSV",0
"4672","BBSV2015815_W1","BBSV2015815","BBSV",78
"4673","BBSV2015815_W2","BBSV2015815","BBSV",81
"4674","BBSV2015815_W3","BBSV2015815","BBSV",80
"4675","BBSV2015815_W4","BBSV2015815","BBSV",80
"4676","BBSV2015815_W5","BBSV2015815","BBSV",96
"4677","BBSV2015815_W6","BBSV2015815","BBSV",70
"4678","BBSV2015815_W7","BBSV2015815","BBSV",81
"4679","BBSV2015815_W8","BBSV2015815","BBSV",0
"4680","BBSV2015815_W9","BBSV2015815","BBSV",0
"4681","BBSV2015815_W10","BBSV2015815","BBSV",0
"4682","BBSV2015815_W11","BBSV2015815","BBSV",0
"4683","BBSV2015816_W1","BBSV2015816","BBSV",0
"4684","BBSV2015816_W2","BBSV2015816","BBSV",0
"4685","BBSV2015816_W3","BBSV2015816","BBSV",0
"4686","BBSV2015816_W4","BBSV2015816","BBSV",0
"4687","BBSV2015816_W5","BBSV2015816","BBSV",0
"4688","BBSV2015816_W6","BBSV2015816","BBSV",0
"4689","BBSV2015816_W7","BBSV2015816","BBSV",0
"4690","BBSV2015816_W8","BBSV2015816","BBSV",0
"4691","BBSV2015816_W9","BBSV2015816","BBSV",0
"4692","BBSV2015816_W10","BBSV2015816","BBSV",0
"4693","BBSV2015816_W11","BBSV2015816","BBSV",1
"4694","ROGH2015718_W1","ROGH2015718","ROGH",0
"4695","ROGH2015718_W2","ROGH2015718","ROGH",0
"4696","ROGH2015718_W3","ROGH2015718","ROGH",0
"4697","ROGH2015718_W4","ROGH2015718","ROGH",0
"4698","ROGH2015718_W5","ROGH2015718","ROGH",0
"4699","ROGH2015718_W6","ROGH2015718","ROGH",0
"4700","ROGH2015718_W7","ROGH2015718","ROGH",0
"4701","ROGH2015718_W8","ROGH2015718","ROGH",0
"4702","ROGH2015718_W9","ROGH2015718","ROGH",0
"4703","ROGH2015718_W10","ROGH2015718","ROGH",0
"4704","ROGH2015718_W11","ROGH2015718","ROGH",0
"4705","ROGH2015719_W1","ROGH2015719","ROGH",0
"4706","ROGH2015719_W2","ROGH2015719","ROGH",0
"4707","ROGH2015719_W3","ROGH2015719","ROGH",0
"4708","ROGH2015719_W4","ROGH2015719","ROGH",34
"4709","ROGH2015719_W5","ROGH2015719","ROGH",15
"4710","ROGH2015719_W6","ROGH2015719","ROGH",3
"4711","ROGH2015719_W7","ROGH2015719","ROGH",0
"4712","ROGH2015719_W8","ROGH2015719","ROGH",0
"4713","ROGH2015719_W9","ROGH2015719","ROGH",0
"4714","ROGH2015719_W10","ROGH2015719","ROGH",0
"4715","ROGH2015719_W11","ROGH2015719","ROGH",0
"4716","ROGH2015816_W1","ROGH2015816","ROGH",0
"4717","ROGH2015816_W2","ROGH2015816","ROGH",0
"4718","ROGH2015816_W3","ROGH2015816","ROGH",6
"4719","ROGH2015816_W4","ROGH2015816","ROGH",0
"4720","ROGH2015816_W5","ROGH2015816","ROGH",35
"4721","ROGH2015816_W6","ROGH2015816","ROGH",27
"4722","ROGH2015816_W7","ROGH2015816","ROGH",38
"4723","ROGH2015816_W8","ROGH2015816","ROGH",28
"4724","ROGH2015816_W9","ROGH2015816","ROGH",0
"4725","ROGH2015816_W10","ROGH2015816","ROGH",0
"4726","ROGH2015816_W11","ROGH2015816","ROGH",0
"4727","ROGH2015817_W1","ROGH2015817","ROGH",0
"4728","ROGH2015817_W2","ROGH2015817","ROGH",0
"4729","ROGH2015817_W3","ROGH2015817","ROGH",0
"4730","ROGH2015817_W4","ROGH2015817","ROGH",0
"4731","ROGH2015817_W5","ROGH2015817","ROGH",8
"4732","ROGH2015817_W6","ROGH2015817","ROGH",0
"4733","ROGH2015817_W7","ROGH2015817","ROGH",0
"4734","ROGH2015817_W8","ROGH2015817","ROGH",0
"4735","ROGH2015817_W9","ROGH2015817","ROGH",0
"4736","ROGH2015817_W10","ROGH2015817","ROGH",0
"4737","ROGH2015817_W11","ROGH2015817","ROGH",0
"4738","COWC2015719_W1","COWC2015719","COWC",0
"4739","COWC2015719_W2","COWC2015719","COWC",0
"4740","COWC2015719_W3","COWC2015719","COWC",0
"4741","COWC2015719_W4","COWC2015719","COWC",0
"4742","COWC2015719_W5","COWC2015719","COWC",0
"4743","COWC2015719_W6","COWC2015719","COWC",0
"4744","COWC2015719_W7","COWC2015719","COWC",12
"4745","COWC2015719_W8","COWC2015719","COWC",12
"4746","COWC2015719_W9","COWC2015719","COWC",16
"4747","COWC2015719_W10","COWC2015719","COWC",14
"4748","COWC2015719_W11","COWC2015719","COWC",14
"4749","SJEN2015717_W1","SJEN2015717","SJEN",0
"4750","SJEN2015717_W2","SJEN2015717","SJEN",0
"4751","SJEN2015717_W3","SJEN2015717","SJEN",0
"4752","SJEN2015717_W4","SJEN2015717","SJEN",0
"4753","SJEN2015717_W5","SJEN2015717","SJEN",30
"4754","SJEN2015717_W6","SJEN2015717","SJEN",30
"4755","SJEN2015717_W7","SJEN2015717","SJEN",42
"4756","SJEN2015717_W8","SJEN2015717","SJEN",50
"4757","SJEN2015717_W9","SJEN2015717","SJEN",50
"4758","SJEN2015717_W10","SJEN2015717","SJEN",50
"4759","SJEN2015717_W11","SJEN2015717","SJEN",80
"4760","SJEN2015717_W12","SJEN2015717","SJEN",80
"4761","SJEN2015717_W13","SJEN2015717","SJEN",0
"4762","CROC2015719_W1","CROC2015719","CROC",519.783783783784
"4763","CROC2015719_W2","CROC2015719","CROC",393.513513513514
"4764","CROC2015719_W3","CROC2015719","CROC",553.513513513514
"4765","CROC2015719_W4","CROC2015719","CROC",530.162162162162
"4766","CROC2015719_W5","CROC2015719","CROC",480
"4767","CROC2015719_W6","CROC2015719","CROC",514.594594594595
"4768","CROC2015719_W7","CROC2015719","CROC",393.513513513514
"4769","CROC2015719_W8","CROC2015719","CROC",523.243243243243
"4770","CROC2015719_W9","CROC2015719","CROC",554.378378378378
"4771","CROC2015720_W1","CROC2015720","CROC",638.4
"4772","CROC2015720_W2","CROC2015720","CROC",501.6
"4773","CROC2015720_W3","CROC2015720","CROC",476.9
"4774","CROC2015720_W4","CROC2015720","CROC",385.7
"4775","CROC2015720_W5","CROC2015720","CROC",475
"4776","CROC2015720_W6","CROC2015720","CROC",505.4
"4777","CROC2015720_W7","CROC2015720","CROC",602.3
"4778","CROC2015720_W8","CROC2015720","CROC",628.9
"4779","CROC2015720_W9","CROC2015720","CROC",1040.25
"4780","CROC2015815_W1","CROC2015815","CROC",82.8
"4781","CROC2015815_W2","CROC2015815","CROC",161
"4782","CROC2015815_W3","CROC2015815","CROC",427.5
"4783","CROC2015815_W4","CROC2015815","CROC",438.3
"4784","CROC2015815_W5","CROC2015815","CROC",502.2
"4785","CROC2015815_W6","CROC2015815","CROC",505.8
"4786","CROC2015815_W7","CROC2015815","CROC",432.9
"4787","CROC2015815_W8","CROC2015815","CROC",357.3
"4788","CROC2015815_W9","CROC2015815","CROC",495.9
"4789","CROC2015816_W1","CROC2015816","CROC",56
"4790","CROC2015816_W2","CROC2015816","CROC",39
"4791","CROC2015816_W3","CROC2015816","CROC",43
"4792","CROC2015816_W4","CROC2015816","CROC",61
"4793","CROC2015816_W5","CROC2015816","CROC",64
"4794","CROC2015816_W6","CROC2015816","CROC",95
"4795","CROC2015816_W7","CROC2015816","CROC",64
"4796","CROC2015816_W8","CROC2015816","CROC",105
"4797","COMX2015814_W1","COMX2015814","COMX",0
"4798","COMX2015814_W2","COMX2015814","COMX",3
"4799","COMX2015814_W3","COMX2015814","COMX",30
"4800","COMX2015814_W4","COMX2015814","COMX",0
"4801","COMX2015814_W5","COMX2015814","COMX",0
"4802","COMX2015814_W6","COMX2015814","COMX",8
"4803","COMX2015814_W7","COMX2015814","COMX",50
"4804","COMX2015814_W8","COMX2015814","COMX",50
"4805","COMX2015814_W9","COMX2015814","COMX",200
"4806","COMX2015814_W10","COMX2015814","COMX",0
"4807","COMX2015814_W11","COMX2015814","COMX",310
"4808","COMX2015816_W1","COMX2015816","COMX",0
"4809","COMX2015816_W2","COMX2015816","COMX",20
"4810","COMX2015816_W3","COMX2015816","COMX",50
"4811","COMX2015816_W4","COMX2015816","COMX",40
"4812","COMX2015816_W5","COMX2015816","COMX",10
"4813","COMX2015816_W6","COMX2015816","COMX",20
"4814","COMX2015816_W7","COMX2015816","COMX",20
"4815","COMX2015816_W8","COMX2015816","COMX",150
"4816","COMX2015816_W9","COMX2015816","COMX",150
"4817","COMX2015816_W10","COMX2015816","COMX",150
"4818","COMX2015816_W11","COMX2015816","COMX",150
"4819","COMX2015817_W1","COMX2015817","COMX",150
"4820","COMX2015817_W2","COMX2015817","COMX",200
"4821","COMX2015817_W3","COMX2015817","COMX",200
"4822","COMX2015817_W4","COMX2015817","COMX",60
"4823","COMX2015817_W5","COMX2015817","COMX",30
"4824","COMX2015817_W6","COMX2015817","COMX",60
"4825","COMX2015817_W7","COMX2015817","COMX",60
"4826","COMX2015817_W8","COMX2015817","COMX",100
"4827","COMX2015817_W9","COMX2015817","COMX",100
"4828","COMX2015817_W10","COMX2015817","COMX",50
"4829","COMX2015817_W11","COMX2015817","COMX",150
"4830","WHIF2015717_W1","WHIF2015717","WHIF",0
"4831","WHIF2015717_W2","WHIF2015717","WHIF",0
"4832","WHIF2015717_W3","WHIF2015717","WHIF",0
"4833","WHIF2015717_W4","WHIF2015717","WHIF",0
"4834","WHIF2015717_W5","WHIF2015717","WHIF",0
"4835","WHIF2015717_W6","WHIF2015717","WHIF",0
"4836","WHIF2015717_W7","WHIF2015717","WHIF",0
"4837","WHIF2015717_W8","WHIF2015717","WHIF",0
"4838","WHIF2015717_W9","WHIF2015717","WHIF",0
"4839","WHIF2015717_W10","WHIF2015717","WHIF",0
"4840","WHIF2015717_W11","WHIF2015717","WHIF",0
"4841","WHIF2015718_W1","WHIF2015718","WHIF",0
"4842","WHIF2015718_W2","WHIF2015718","WHIF",0
"4843","WHIF2015718_W3","WHIF2015718","WHIF",0
"4844","WHIF2015718_W4","WHIF2015718","WHIF",0
"4845","WHIF2015718_W5","WHIF2015718","WHIF",0
"4846","WHIF2015718_W6","WHIF2015718","WHIF",0
"4847","WHIF2015718_W7","WHIF2015718","WHIF",0
"4848","WHIF2015718_W8","WHIF2015718","WHIF",0
"4849","WHIF2015718_W9","WHIF2015718","WHIF",0
"4850","WHIF2015718_W10","WHIF2015718","WHIF",0
"4851","WHIF2015718_W11","WHIF2015718","WHIF",0
"4852","WHIF2015719_W1","WHIF2015719","WHIF",0
"4853","WHIF2015719_W2","WHIF2015719","WHIF",0
"4854","WHIF2015719_W3","WHIF2015719","WHIF",0
"4855","WHIF2015719_W4","WHIF2015719","WHIF",0
"4856","WHIF2015719_W5","WHIF2015719","WHIF",0
"4857","WHIF2015719_W6","WHIF2015719","WHIF",0
"4858","WHIF2015719_W7","WHIF2015719","WHIF",0
"4859","WHIF2015719_W8","WHIF2015719","WHIF",0
"4860","WHIF2015719_W9","WHIF2015719","WHIF",0
"4861","WHIF2015719_W10","WHIF2015719","WHIF",0
"4862","WHIF2015719_W11","WHIF2015719","WHIF",0
"4863","WHIF2015814_W1","WHIF2015814","WHIF",6
"4864","WHIF2015814_W2","WHIF2015814","WHIF",9
"4865","WHIF2015814_W3","WHIF2015814","WHIF",9
"4866","WHIF2015814_W4","WHIF2015814","WHIF",16
"4867","WHIF2015814_W5","WHIF2015814","WHIF",0
"4868","WHIF2015814_W6","WHIF2015814","WHIF",0
"4869","WHIF2015814_W7","WHIF2015814","WHIF",2
"4870","WHIF2015814_W8","WHIF2015814","WHIF",0
"4871","WHIF2015814_W9","WHIF2015814","WHIF",6
"4872","WHIF2015814_W10","WHIF2015814","WHIF",2
"4873","WHIF2015814_W11","WHIF2015814","WHIF",3
"4874","WHIF2015815_W1","WHIF2015815","WHIF",0
"4875","WHIF2015815_W2","WHIF2015815","WHIF",0
"4876","WHIF2015815_W3","WHIF2015815","WHIF",0
"4877","WHIF2015815_W4","WHIF2015815","WHIF",0
"4878","WHIF2015815_W5","WHIF2015815","WHIF",0
"4879","WHIF2015815_W6","WHIF2015815","WHIF",6
"4880","WHIF2015815_W7","WHIF2015815","WHIF",7
"4881","WHIF2015815_W8","WHIF2015815","WHIF",7
"4882","WHIF2015815_W9","WHIF2015815","WHIF",4
"4883","WHIF2015815_W10","WHIF2015815","WHIF",4
"4884","WHIF2015815_W11","WHIF2015815","WHIF",4
"4885","WHIF2015816_W1","WHIF2015816","WHIF",0
"4886","WHIF2015816_W2","WHIF2015816","WHIF",0
"4887","WHIF2015816_W3","WHIF2015816","WHIF",0
"4888","WHIF2015816_W4","WHIF2015816","WHIF",2
"4889","WHIF2015816_W5","WHIF2015816","WHIF",0
"4890","WHIF2015816_W6","WHIF2015816","WHIF",0
"4891","WHIF2015816_W7","WHIF2015816","WHIF",0
"4892","WHIF2015816_W8","WHIF2015816","WHIF",0
"4893","WHIF2015816_W9","WHIF2015816","WHIF",0
"4894","WHIF2015816_W10","WHIF2015816","WHIF",1
"4895","WHIF2015816_W11","WHIF2015816","WHIF",0
"4896","CHEM2015814_W1","CHEM2015814","CHEM",0
"4897","CHEM2015814_W2","CHEM2015814","CHEM",0
"4898","CHEM2015814_W3","CHEM2015814","CHEM",0
"4899","CHEM2015814_W4","CHEM2015814","CHEM",0
"4900","CHEM2015814_W5","CHEM2015814","CHEM",0
"4901","CHEM2015814_W6","CHEM2015814","CHEM",0
"4902","CHEM2015814_W7","CHEM2015814","CHEM",0
"4903","CHEM2015814_W8","CHEM2015814","CHEM",28
"4904","CHEM2015814_W9","CHEM2015814","CHEM",0
"4905","CHEM2015814_W10","CHEM2015814","CHEM",100
"4906","CHEM2015814_W11","CHEM2015814","CHEM",150
"4907","CHEM2015815_W1","CHEM2015815","CHEM",60
"4908","CHEM2015815_W2","CHEM2015815","CHEM",80
"4909","CHEM2015815_W3","CHEM2015815","CHEM",110
"4910","CHEM2015815_W4","CHEM2015815","CHEM",108
"4911","CHEM2015815_W5","CHEM2015815","CHEM",82
"4912","CHEM2015815_W6","CHEM2015815","CHEM",85
"4913","CHEM2015815_W7","CHEM2015815","CHEM",186
"4914","CHEM2015815_W8","CHEM2015815","CHEM",183
"4915","CHEM2015815_W9","CHEM2015815","CHEM",189
"4916","CHEM2015815_W10","CHEM2015815","CHEM",180
"4917","CHEM2015815_W11","CHEM2015815","CHEM",60
"4918","CHEM2015816_W1","CHEM2015816","CHEM",0
"4919","CHEM2015816_W2","CHEM2015816","CHEM",0
"4920","CHEM2015816_W3","CHEM2015816","CHEM",10
"4921","CHEM2015816_W4","CHEM2015816","CHEM",93
"4922","CHEM2015816_W5","CHEM2015816","CHEM",106
"4923","CHEM2015816_W6","CHEM2015816","CHEM",46
"4924","CHEM2015816_W7","CHEM2015816","CHEM",119
"4925","CHEM2015816_W8","CHEM2015816","CHEM",201
"4926","CHEM2015816_W9","CHEM2015816","CHEM",200
"4927","CHEM2015816_W10","CHEM2015816","CHEM",60
"4928","CHEM2015816_W11","CHEM2015816","CHEM",130
"4929","COWC2015817_W1","COWC2015817","COWC",100
"4930","COWC2015817_W2","COWC2015817","COWC",108
"4931","COWC2015817_W3","COWC2015817","COWC",150
"4932","COWC2015817_W4","COWC2015817","COWC",55
"4933","COWC2015817_W5","COWC2015817","COWC",0
"4934","COWC2015817_W6","COWC2015817","COWC",70
"4935","COWC2015817_W7","COWC2015817","COWC",114
"4936","COWC2015817_W8","COWC2015817","COWC",15
"4937","COWC2015817_W9","COWC2015817","COWC",20
"4938","COWC2015817_W10","COWC2015817","COWC",20
"4939","COWC2015817_W11","COWC2015817","COWC",20
"4940","WHIF2016715_W1","WHIF2016715","WHIF",22
"4941","VRYL2016715_W1","VRYL2016715","VRYL",0
"4942","VRYL2016716_W1","VRYL2016716","VRYL",0
"4943","VRYL2016717_W1","VRYL2016717","VRYL",15
"4944","SANM2016715_W1","SANM2016715","SANM",2
"4945","PIPE2016716_W1","PIPE2016716","PIPE",0
"4946","PIPE2016717_W1","PIPE2016717","PIPE",0
"4947","VRYL2016718_W1","VRYL2016718","VRYL",0
"4948","WHIF2016718_W1","WHIF2016718","WHIF",6
"4949","COBE2016716_W1","COBE2016716","COBE",0
"4950","COBE2016717_W1","COBE2016717","COBE",0
"4951","COMX2016715_W1","COMX2016715","COMX",0
"4952","COMX2016716_W1","COMX2016716","COMX",0
"4953","COMX2016717_W1","COMX2016717","COMX",0
"4954","SANM2016716_W1","SANM2016716","SANM",20
"4955","SJEN2016715_W1","SJEN2016715","SJEN",0
"4956","SJEN2016716_W1","SJEN2016716","SJEN",0
"4957","BBMB2016717_W1","BBMB2016717","BBMB",0
"4958","ESQU2016717_W1","ESQU2016717","ESQU",8.8
"4959","SANM2016717_W1","SANM2016717","SANM",10
"4960","SJEN2016717_W1","SJEN2016717","SJEN",0
"4961","SHPO2016715_W1","SHPO2016715","SHPO",0
"4962","SHPO2016716_W1","SHPO2016716","SHPO",0
"4963","COWC2016715_W1","COWC2016715","COWC",50
"4964","CHEM2016716_W1","CHEM2016716","CHEM",0
"4965","CHEM2016717_W1","CHEM2016717","CHEM",30
"4966","COWC2016718_W1","COWC2016718","COWC",25
"4967","VRYL2016819_W1","VRYL2016819","VRYL",35
"4968","MAPL2016820_W1","MAPL2016820","MAPL",3
"4969","VRYL2016820_W1","VRYL2016820","VRYL",24
"4970","VRYL2016821_W1","VRYL2016821","VRYL",0
"4971","PIPE2016821_W1","PIPE2016821","PIPE",0.285714285714286
"4972","MAPL2016821_W1","MAPL2016821","MAPL",7
"4973","WHIF2016820_W1","WHIF2016820","WHIF",0
"4974","WHIF2016821_W1","WHIF2016821","WHIF",0
"4975","ESQU2016819_W1","ESQU2016819","ESQU",0
"4976","BB722016820_W1","BB722016820","BB72",0
"4977","BB722016821_W1","BB722016821","BB72",11
"4978","VRYL2016822_W1","VRYL2016822","VRYL",0
"4979","SANM2016819_W1","SANM2016819","SANM",1
"4980","SANM2016820_W1","SANM2016820","SANM",2
"4981","SJEN2016819_W1","SJEN2016819","SJEN",0
"4982","SANM2016821_W1","SANM2016821","SANM",3
"4983","SANM2016822_W1","SANM2016822","SANM",0
"4984","SJEN2016820_W1","SJEN2016820","SJEN",0
"4985","SJEN2016821_W1","SJEN2016821","SJEN",3
"4986","SQUA2016820_W1","SQUA2016820","SQUA",0
"4987","SQUA2016821_W1","SQUA2016821","SQUA",0
"4988","BBMB2016821_W1","BBMB2016821","BBMB",0
"4989","SHPO2016820_W1","SHPO2016820","SHPO",12
"4990","SHPO2016821_W1","SHPO2016821","SHPO",30
"4991","COMX2016820_W1","COMX2016820","COMX",18
"4992","COMX2016821_W1","COMX2016821","COMX",55
"4993","NANO2016820_W1","NANO2016820","NANO",0
"4994","BBSV2016820_W1","BBSV2016820","BBSV",0
"4995","BBSV2016716_W1","BBSV2016716","BBSV",0
"4996","KENN2016715_W1","KENN2016715","KENN",2
"4997","KENN2016716_W1","KENN2016716","KENN",0
"4998","KENN2016717_W1","KENN2016717","KENN",0
"4999","KENN2016819_W1","KENN2016819","KENN",0
"5000","KENN2016820_W1","KENN2016820","KENN",0
"5001","KENN2016821_W1","KENN2016821","KENN",0
"5002","BB122016820_W1","BB122016820","BB12",0
"5003","COBE2016822_W1","COBE2016822","COBE",1
